maintenance_id,event_id,equipment_id,opened_at,closed_at,intervention_type,outcome,downtime_minutes,labor_hours,parts_cost_eur,parts_replaced_count,work_order_note,period
MNT-2026S1-0851,EVT-2026S1-0296,EQ-CONV-356,2026-06-19T11:15:00Z,,inspection,monitoring,186,3.78,130.01,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0852,EVT-2026S1-0272,EQ-MIX-259,2026-05-11T16:50:00Z,2026-05-11T17:34:00Z,replacement,monitoring,44,0.98,262.48,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0853,EVT-2026S1-0082,EQ-CONV-102,2026-05-11T06:23:00Z,2026-05-11T08:23:00Z,replacement,no_fault_found,120,3.3,163.91,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0854,EVT-2026S1-0394,EQ-PRESS-234,2026-03-30T20:36:00Z,2026-03-31T01:22:00Z,preventive,monitoring,286,7.65,276.24,3,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0855,EVT-2026S1-0463,EQ-CHILL-393,2026-02-10T05:06:00Z,2026-02-10T09:04:00Z,corrective,follow_up_required,238,6.66,223.87,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0856,EVT-2026S1-0403,EQ-MOTOR-333,2026-04-14T08:39:00Z,2026-04-14T11:39:00Z,replacement,parts_ordered,180,4.22,50.58,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0858,EVT-2026S1-0221,EQ-PUMP-131,2026-03-27T14:58:00Z,2026-03-27T18:31:00Z,corrective,follow_up_required,213,5.77,858.37,4,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0859,EVT-2026S1-0065,EQ-ROBOT-215,2026-01-20T00:03:00Z,2026-01-20T03:06:00Z,preventive,follow_up_required,183,5.02,144.61,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0860,EVT-2026S1-0006,EQ-ROBOT-001,2026-01-30T05:22:00Z,2026-01-30T07:30:00Z,inspection,parts_ordered,128,5.11,653.51,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0861,EVT-2026S1-0341,EQ-PUMP-251,2026-04-21T23:17:00Z,2026-04-22T01:23:00Z,replacement,resolved,126,3.06,199.51,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0862,EVT-2026S1-0092,EQ-VALVE-200,2026-03-20T08:55:00Z,2026-03-20T09:56:00Z,replacement,no_fault_found,61,0.74,8.89,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0863,EVT-2026S1-0357,EQ-PUMP-127,2026-05-25T08:40:00Z,2026-05-25T11:56:00Z,preventive,parts_ordered,196,4.02,432.72,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0864,EVT-2026S1-X035,EQ-PUMP-187,2026-02-16T02:18:00Z,2026-02-16T03:49:00Z,inspection,parts_ordered,91,1.77,21.2,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0865,EVT-2026S1-0362,EQ-CONV-182,2026-05-31T04:20:00Z,2026-05-31T06:08:00Z,corrective,follow_up_required,108,1.38,16.51,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0866,EVT-2026S1-0017,EQ-ROBOT-002,2026-06-16T13:51:00Z,2026-06-16T14:51:00Z,calibration,monitoring,60,2.41,28.87,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0867,EVT-2026S1-0433,EQ-STEAM-363,2026-02-12T10:24:00Z,2026-02-12T12:01:00Z,calibration,resolved,97,3.5,41.95,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0868,EVT-2026S1-0190,EQ-PUMP-390,2026-03-27T02:07:00Z,2026-03-27T05:17:00Z,preventive,no_fault_found,190,5.18,62.17,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0869,EVT-2026S1-0128,EQ-CHILL-308,2026-05-25T22:40:00Z,2026-05-26T01:07:00Z,replacement,monitoring,147,3.91,192.5,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0870,EVT-2026S1-0332,EQ-ROBOT-275,2026-03-11T20:25:00Z,2026-03-11T21:09:00Z,corrective,follow_up_required,44,1.1,13.22,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0871,EVT-2026S1-0172,EQ-OVEN-223,2026-06-13T12:36:00Z,2026-06-13T14:05:00Z,corrective,monitoring,89,2.71,32.52,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0872,EVT-2026S1-0254,EQ-PRESS-194,2026-04-02T17:18:00Z,2026-04-02T21:59:00Z,replacement,parts_ordered,281,6.62,613.28,4,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0873,EVT-2026S1-X018,EQ-OVEN-186,2026-04-26T23:30:00Z,2026-04-27T00:41:00Z,preventive,resolved,71,0.9,448.2,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0874,EVT-2026S1-0273,EQ-OVEN-103,2026-04-24T18:46:00Z,2026-04-24T19:01:00Z,inspection,monitoring,12,2.04,259.5,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0875,EVT-2026S1-0101,EQ-PUMP-311,2026-06-14T16:10:00Z,2026-06-14T18:42:00Z,replacement,no_fault_found,152,5.32,102.53,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0876,EVT-2026S1-0269,EQ-MIX-359,2026-01-11T11:51:00Z,2026-01-11T14:35:00Z,calibration,resolved,164,3.59,368.32,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0877,EVT-2026S1-0207,EQ-PRESS-277,2026-05-27T03:20:00Z,2026-05-27T08:38:00Z,calibration,follow_up_required,318,8.24,839.15,4,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0878,EVT-2026S1-0175,EQ-SENSOR-225,2026-03-21T03:10:00Z,2026-03-21T05:15:00Z,replacement,monitoring,125,2.92,81.71,1,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0879,EVT-2026S1-X002,EQ-ROBOT-175,2026-04-21T22:16:00Z,2026-04-22T00:19:00Z,calibration,monitoring,123,2.94,319.84,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0880,EVT-2026S1-0259,EQ-COMP-249,2026-03-25T12:19:00Z,2026-03-25T14:02:00Z,inspection,no_fault_found,103,3.03,36.4,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0881,EVT-2026S1-0257,EQ-PUMP-227,2026-04-12T13:36:00Z,2026-04-12T17:01:00Z,preventive,resolved,205,4.6,324.18,3,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0882,EVT-2026S1-0490,EQ-ROBOT-390,2026-03-16T07:39:00Z,2026-03-16T12:29:00Z,corrective,monitoring,290,6.41,764.58,5,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0883,EVT-2026S1-0233,EQ-OVEN-263,2026-05-11T20:38:00Z,2026-05-11T22:37:00Z,calibration,monitoring,119,1.5,56.61,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0884,EVT-2026S1-0064,EQ-FAN-204,2026-05-07T13:42:00Z,2026-05-07T18:31:00Z,replacement,resolved,289,7.33,587.83,3,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0885,EVT-2026S1-0465,EQ-CHILL-115,2026-01-15T23:43:00Z,2026-01-16T03:06:00Z,calibration,monitoring,203,4.68,392.32,3,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0886,EVT-2026S1-0177,EQ-PUMP-247,2026-01-31T17:25:00Z,2026-01-31T20:15:00Z,inspection,monitoring,170,6.09,188.51,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0887,EVT-2026S1-0096,EQ-CONV-256,2026-05-09T16:29:00Z,2026-05-09T19:51:00Z,corrective,parts_ordered,202,5.4,162.55,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0888,EVT-2026S1-0002,EQ-CONV-003,2026-05-22T15:08:00Z,,corrective,no_fault_found,116,4.31,51.74,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0889,EVT-2026S1-0490,EQ-ROBOT-390,2026-03-16T06:39:00Z,2026-03-16T11:49:00Z,inspection,no_fault_found,310,7.07,282.03,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0890,EVT-2026S1-X048,EQ-CHILL-288,2026-03-27T19:44:00Z,2026-03-27T22:28:00Z,inspection,monitoring,164,2.91,241.95,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0891,EVT-2026S1-0371,EQ-MIX-159,2026-05-07T04:20:00Z,2026-05-07T05:50:00Z,inspection,follow_up_required,90,3.01,36.11,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0892,EVT-2026S1-0445,EQ-ROBOT-195,2026-04-25T08:35:00Z,2026-04-25T11:06:00Z,preventive,monitoring,151,3.71,44.52,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0893,EVT-2026S1-0235,EQ-SENSOR-285,2026-05-14T15:11:00Z,2026-05-14T16:50:00Z,replacement,no_fault_found,99,2.14,25.7,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0894,EVT-2026S1-0073,EQ-OVEN-303,2026-05-21T11:11:00Z,2026-05-21T12:42:00Z,calibration,parts_ordered,91,2.62,209.02,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0895,EVT-2026S1-0424,EQ-DRYER-264,2026-05-24T11:38:00Z,2026-05-24T13:07:00Z,corrective,follow_up_required,89,1.32,15.8,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0896,EVT-2026S1-0236,EQ-CONV-296,2026-01-18T17:53:00Z,2026-01-18T22:14:00Z,inspection,parts_ordered,261,4.2,475.1,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0897,EVT-2026S1-0397,EQ-PUMP-267,2026-02-01T02:27:00Z,2026-02-01T05:50:00Z,corrective,follow_up_required,203,3.79,89.04,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0898,EVT-2026S1-0254,EQ-PRESS-194,2026-04-02T18:09:00Z,2026-04-02T22:25:00Z,calibration,resolved,256,7.0,555.72,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0899,EVT-2026S1-0366,EQ-OVEN-226,2026-02-23T03:51:00Z,2026-02-23T06:22:00Z,corrective,no_fault_found,151,6.17,527.18,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0900,EVT-2026S1-0346,EQ-OVEN-306,2026-04-25T00:02:00Z,2026-04-25T02:19:00Z,replacement,monitoring,137,5.11,455.88,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0901,EVT-2026S1-X027,EQ-CAB-134,2026-01-18T10:26:00Z,2026-01-18T12:42:00Z,corrective,parts_ordered,136,5.09,818.45,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0902,EVT-2026S1-X002,EQ-ROBOT-175,2026-04-21T22:51:00Z,2026-04-21T23:42:00Z,calibration,parts_ordered,51,2.7,32.35,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0903,EVT-2026S1-0076,EQ-CONV-336,2026-01-11T15:31:00Z,2026-01-11T17:58:00Z,inspection,follow_up_required,147,4.45,443.36,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0904,EVT-2026S1-0178,EQ-ROBOT-258,2026-06-19T14:36:00Z,2026-06-19T15:58:00Z,replacement,follow_up_required,82,2.14,25.66,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0905,EVT-2026S1-0463,EQ-CHILL-393,2026-02-10T05:23:00Z,2026-02-10T09:06:00Z,preventive,monitoring,223,2.49,29.94,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0906,EVT-2026S1-0117,EQ-PUMP-187,2026-05-09T13:16:00Z,2026-05-09T15:50:00Z,calibration,follow_up_required,154,2.82,33.88,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0907,EVT-2026S1-0233,EQ-OVEN-263,2026-05-11T19:24:00Z,2026-05-11T19:39:00Z,calibration,follow_up_required,0,1.37,69.93,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0908,EVT-2026S1-0262,EQ-CONV-282,2026-01-18T06:58:00Z,2026-01-18T08:07:00Z,replacement,parts_ordered,69,1.45,,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0909,EVT-2026S1-0120,EQ-FAN-220,2026-05-24T09:26:00Z,2026-05-24T10:17:00Z,preventive,no_fault_found,51,1.21,14.5,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0910,EVT-2026S1-X003,EQ-FAN-144,2026-01-18T01:55:00Z,2026-01-18T03:42:00Z,corrective,no_fault_found,107,3.37,196.98,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0911,EVT-2026S1-X047,EQ-PUMP-214,2026-02-14T09:24:00Z,2026-02-14T12:32:00Z,inspection,monitoring,188,3.95,543.78,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0913,EVT-2026S1-0309,EQ-MIX-199,2026-05-30T11:36:00Z,2026-05-30T13:38:00Z,corrective,parts_ordered,122,3.24,38.82,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0914,EVT-2026S1-0230,EQ-PUMP-230,2026-01-27T22:26:00Z,2026-01-28T00:29:00Z,calibration,monitoring,123,3.38,93.49,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0915,EVT-2026S1-0289,EQ-MIX-279,2026-01-12T22:06:00Z,2026-01-12T23:26:00Z,corrective,no_fault_found,80,1.99,23.92,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0916,EVT-2026S1-0327,EQ-PRESS-397,2026-04-27T14:27:00Z,2026-04-27T18:51:00Z,inspection,follow_up_required,264,7.18,455.87,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0917,EVT-2026S1-0415,EQ-GEAR-165,2026-06-10T21:48:00Z,2026-06-11T00:17:00Z,inspection,no_fault_found,149,3.57,170.69,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0918,EVT-2026S1-0330,EQ-PUMP-130,2026-01-29T11:04:00Z,2026-01-29T14:09:00Z,inspection,no_fault_found,185,5.11,104.07,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0919,EVT-2026S1-X054,EQ-CHILL-188,2026-03-03T10:39:00Z,2026-03-03T13:26:00Z,inspection,resolved,167,4.67,56.1,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0920,EVT-2026S1-X008,EQ-CHILL-168,2026-04-25T22:35:00Z,2026-04-26T01:52:00Z,inspection,parts_ordered,197,3.9,561.73,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0921,EVT-2026S1-0038,EQ-COMP-001,2026-05-24T09:06:00Z,2026-05-24T09:29:00Z,corrective,follow_up_required,23,1.07,12.86,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0922,EVT-2026S1-0087,EQ-PRESS-157,2026-01-09T12:01:00Z,2026-01-09T15:49:00Z,preventive,follow_up_required,228,6.38,257.73,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0923,EVT-2026S1-0154,EQ-PRESS-294,2026-02-01T02:00:00Z,2026-02-01T05:55:00Z,replacement,no_fault_found,235,7.04,274.63,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0924,EVT-2026S1-0071,EQ-ROBOT-368,2026-03-17T09:59:00Z,2026-03-17T11:37:00Z,calibration,parts_ordered,98,2.01,24.08,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0925,EVT-2026S1-0472,EQ-PUMP-192,2026-02-02T04:31:00Z,,replacement,no_fault_found,221,4.47,410.67,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0926,EVT-2026S1-0224,EQ-FAN-164,2026-04-01T13:19:00Z,2026-04-01T17:42:00Z,inspection,monitoring,263,9.18,245.72,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0927,EVT-2026S1-0379,EQ-COMP-369,2026-03-18T22:01:00Z,2026-03-19T00:07:00Z,preventive,monitoring,126,4.89,227.93,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0928,EVT-2026S1-0070,EQ-PUMP-270,2026-05-07T21:46:00Z,2026-05-08T01:29:00Z,corrective,monitoring,223,4.09,146.99,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0929,EVT-2026S1-0169,EQ-MIX-159,2026-01-12T21:27:00Z,2026-01-12T22:57:00Z,inspection,follow_up_required,90,2.66,110.02,1,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0930,EVT-2026S1-0446,EQ-CAB-206,2026-01-28T18:39:00Z,2026-01-28T22:05:00Z,preventive,parts_ordered,206,2.81,417.02,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0931,EVT-2026S1-0277,EQ-PUMP-147,2026-02-03T19:36:00Z,2026-02-03T21:38:00Z,replacement,no_fault_found,122,3.48,41.81,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0932,EVT-2026S1-0269,EQ-MIX-359,2026-01-11T12:57:00Z,2026-01-11T14:09:00Z,corrective,parts_ordered,72,2.8,33.55,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0933,EVT-2026S1-0432,EQ-STEAM-352,2026-05-21T08:21:00Z,2026-05-21T10:32:00Z,corrective,resolved,131,2.04,473.05,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0934,EVT-2026S1-0330,EQ-PUMP-130,2026-01-29T12:15:00Z,2026-01-29T15:29:00Z,calibration,no_fault_found,194,5.65,67.86,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0935,EVT-2026S1-0371,EQ-MIX-159,2026-05-07T05:27:00Z,2026-05-07T06:59:00Z,calibration,monitoring,92,0.76,262.28,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0936,EVT-2026S1-0094,EQ-PRESS-234,2026-01-17T17:53:00Z,2026-01-17T22:49:00Z,preventive,parts_ordered,296,7.91,228.46,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0937,EVT-2026S1-X040,EQ-FAN-304,2026-04-02T05:43:00Z,2026-04-02T09:05:00Z,corrective,no_fault_found,202,5.21,153.2,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0938,EVT-2026S1-0278,EQ-ROBOT-158,2026-01-29T02:54:00Z,2026-01-29T04:15:00Z,calibration,parts_ordered,81,3.8,45.59,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0939,EVT-2026S1-0354,EQ-PRESS-394,2026-04-07T11:15:00Z,2026-04-07T15:46:00Z,replacement,resolved,271,6.92,342.83,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0940,EVT-2026S1-0035,EQ-MIX-001,2026-05-20T22:44:00Z,2026-05-21T00:12:00Z,replacement,parts_ordered,88,2.53,30.42,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0941,EVT-2026S1-0254,EQ-PRESS-194,2026-04-02T18:31:00Z,2026-04-03T00:13:00Z,preventive,resolved,342,7.02,159.35,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0942,EVT-2026S1-0403,EQ-MOTOR-333,2026-04-14T09:55:00Z,2026-04-14T13:03:00Z,corrective,follow_up_required,188,4.56,486.56,3,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0943,EVT-2026S1-0170,EQ-PUMP-170,2026-03-05T02:53:00Z,2026-03-05T05:22:00Z,replacement,follow_up_required,149,3.05,182.99,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0944,EVT-2026S1-0087,EQ-PRESS-157,2026-01-09T12:56:00Z,2026-01-09T17:49:00Z,inspection,resolved,293,6.34,362.24,3,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0945,EVT-2026S1-X023,EQ-PUMP-351,2026-01-24T14:12:00Z,2026-01-24T15:41:00Z,replacement,parts_ordered,89,3.01,271.83,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0946,EVT-2026S1-X025,EQ-PUMP-307,2026-01-09T06:17:00Z,2026-01-09T11:17:00Z,replacement,follow_up_required,300,8.89,418.96,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0947,EVT-2026S1-0150,EQ-PUMP-250,2026-06-04T20:19:00Z,2026-06-04T23:28:00Z,calibration,parts_ordered,189,4.43,308.64,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0948,EVT-2026S1-0124,EQ-FAN-264,2026-01-20T00:39:00Z,2026-01-20T06:10:00Z,preventive,parts_ordered,331,8.12,242.7,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0949,EVT-2026S1-0321,EQ-PUMP-331,2026-06-06T12:49:00Z,2026-06-06T15:43:00Z,replacement,parts_ordered,174,3.84,456.18,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0950,EVT-2026S1-0092,EQ-VALVE-200,2026-03-20T07:59:00Z,2026-03-20T09:25:00Z,preventive,follow_up_required,86,0.63,328.25,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0951,EVT-2026S1-0083,EQ-COMP-113,2026-04-09T12:27:00Z,2026-04-09T15:01:00Z,calibration,follow_up_required,154,4.82,57.81,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0952,EVT-2026S1-0399,EQ-COMP-289,2026-04-12T16:17:00Z,2026-04-12T19:14:00Z,replacement,parts_ordered,177,2.41,105.66,2,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0953,EVT-2026S1-0472,EQ-PUMP-192,2026-02-02T04:59:00Z,2026-02-02T08:24:00Z,inspection,monitoring,205,3.95,530.68,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0954,EVT-2026S1-0420,EQ-PACK-220,2026-04-18T23:24:00Z,2026-04-19T02:00:00Z,corrective,resolved,156,3.75,123.33,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0955,EVT-2026S1-0248,EQ-CHILL-128,2026-03-15T02:35:00Z,2026-03-15T05:36:00Z,preventive,follow_up_required,181,5.08,181.89,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0956,EVT-2026S1-0361,EQ-PUMP-171,2026-06-12T00:13:00Z,2026-06-12T02:47:00Z,preventive,parts_ordered,154,5.28,63.37,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0957,EVT-2026S1-X001,EQ-PUMP-330,2026-02-14T01:51:00Z,2026-02-14T03:09:00Z,calibration,monitoring,78,0.25,3.0,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0958,EVT-2026S1-0144,EQ-FAN-184,2026-03-13T10:42:00Z,2026-03-13T14:21:00Z,calibration,parts_ordered,219,5.82,360.48,2,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0959,EVT-2026S1-0201,EQ-PUMP-211,2026-03-26T14:52:00Z,2026-03-26T18:13:00Z,replacement,no_fault_found,201,5.36,260.17,1,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0960,EVT-2026S1-0208,EQ-CHILL-288,2026-05-03T09:56:00Z,2026-05-03T12:42:00Z,corrective,resolved,166,4.17,301.51,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0961,EVT-2026S1-0474,EQ-PUMP-214,2026-05-18T17:55:00Z,2026-05-18T20:38:00Z,calibration,follow_up_required,163,3.96,178.81,2,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
MNT-2026S1-0962,EVT-2026S1-0433,EQ-STEAM-363,2026-02-12T12:01:00Z,,corrective,no_fault_found,125,2.28,27.36,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0963,EVT-2026S1-X019,EQ-OVEN-203,2026-06-13T21:13:00Z,2026-06-13T21:29:00Z,preventive,no_fault_found,16,0.25,351.32,2,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0964,EVT-2026S1-0499,EQ-VALVE-189,2026-05-01T13:49:00Z,2026-05-01T14:15:00Z,calibration,parts_ordered,26,1.15,233.64,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0965,EVT-2026S1-0118,EQ-ROBOT-198,2026-01-06T11:31:00Z,2026-01-06T12:49:00Z,calibration,monitoring,78,1.52,155.25,1,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0966,EVT-2026S1-0059,EQ-COMP-149,2026-03-09T11:29:00Z,2026-03-09T14:36:00Z,preventive,resolved,187,4.99,,0,Pièce remplacée puis remise en service progressive.,2026-S1
MNT-2026S1-0967,EVT-2026S1-0172,EQ-OVEN-223,2026-06-13T12:56:00Z,2026-06-13T13:43:00Z,calibration,parts_ordered,47,1.33,15.92,0,"Réglage effectué, surveillance demandée à la prochaine ronde.",2026-S1
MNT-2026S1-0968,EVT-2026S1-0479,EQ-CHILL-393,2026-01-30T11:52:00Z,2026-01-30T13:04:00Z,corrective,resolved,72,1.37,16.42,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0969,EVT-2026S1-X014,EQ-PUMP-171,2026-06-07T18:25:00Z,2026-06-07T19:14:00Z,inspection,parts_ordered,49,2.68,206.53,1,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0970,EVT-2026S1-0160,EQ-FAN-360,2026-05-31T21:17:00Z,2026-05-31T22:05:00Z,replacement,follow_up_required,48,1.75,21.06,0,"Cause non confirmée, mesures complémentaires nécessaires.",2026-S1
MNT-2026S1-0971,EVT-2026S1-0325,EQ-ROBOT-375,2026-05-30T09:27:00Z,2026-05-30T12:15:00Z,replacement,parts_ordered,168,3.81,533.23,2,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0972,EVT-2026S1-0349,EQ-MIX-339,2026-01-13T10:52:00Z,2026-01-13T13:28:00Z,replacement,follow_up_required,156,1.83,,0,Intervention préventive conforme au plan.,2026-S1
MNT-2026S1-0973,EVT-2026S1-0412,EQ-GEAR-132,2026-06-02T00:34:00Z,2026-06-02T04:41:00Z,inspection,no_fault_found,247,7.18,86.18,0,Contrôle visuel et essai fonctionnel réalisés.,2026-S1
