event_id,equipment_id,start_at,end_at,event_type,severity,period
EVT-2026S1-0473,EQ-PUMP-203,2026-02-17T09:16:00Z,2026-02-18T17:11:00Z,intervention,high,2026-S1
EVT-2026S1-0474,EQ-PUMP-214,2026-05-18T17:03:00Z,2026-05-19T18:25:00Z,observation,high,2026-S1
EVT-2026S1-0475,EQ-PUMP-225,2026-03-21T09:59:00Z,2026-03-21T14:30:00Z,intervention,high,2026-S1
EVT-2026S1-0476,EQ-COMP-233,2026-03-21T15:56:00Z,2026-03-21T20:19:00Z,incident,medium,2026-S1
EVT-2026S1-0478,EQ-FAN-001,2026-04-23T06:44:00Z,2026-04-24T14:23:00Z,alert,medium,2026-S1
EVT-2026S1-0479,EQ-CHILL-393,2026-01-30T10:10:00Z,2026-01-30T20:57:00Z,intervention,medium,2026-S1
EVT-2026S1-0481,EQ-VALVE-360,2026-02-25T07:33:00Z,2026-02-25T11:37:00Z,incident,high,2026-S1
EVT-2026S1-0482,EQ-CHILL-328,2026-05-01T18:40:00Z,2026-05-01T20:41:00Z,observation,high,2026-S1
EVT-2026S1-0484,EQ-CHILL-115,2026-06-06T15:02:00Z,2026-06-07T15:05:00Z,observation,high,2026-S1
EVT-2026S1-0485,EQ-SENSOR-305,2026-02-13T04:45:00Z,2026-02-14T06:53:00Z,incident,high,2026-S1
EVT-2026S1-0486,EQ-ROBOT-346,2026-03-11T04:27:00Z,2026-03-12T07:30:00Z,intervention,critical,2026-S1
EVT-2026S1-0487,EQ-ROBOT-357,2026-04-09T08:37:00Z,2026-04-10T01:31:00Z,incident,critical,2026-S1
EVT-2026S1-0488,EQ-ROBOT-368,2026-01-18T01:41:00Z,2026-01-19T12:06:00Z,intervention,critical,2026-S1
EVT-2026S1-0489,EQ-ROBOT-379,2026-04-12T20:19:00Z,2026-04-14T07:38:00Z,incident,critical,2026-S1
EVT-2026S1-0490,EQ-ROBOT-390,2026-03-16T04:40:00Z,2026-03-17T09:35:00Z,incident,critical,2026-S1
EVT-2026S1-0491,EQ-CAB-101,2026-01-26T00:12:00Z,2026-01-27T07:35:00Z,incident,critical,2026-S1
EVT-2026S1-0492,EQ-CAB-112,2026-05-25T08:12:00Z,2026-05-26T03:38:00Z,incident,critical,2026-S1
EVT-2026S1-0493,EQ-CAB-123,2026-04-26T19:51:00Z,2026-04-27T18:33:00Z,observation,critical,2026-S1
EVT-2026S1-0494,EQ-CAB-134,2026-01-25T19:27:00Z,2026-01-25T19:52:00Z,intervention,critical,2026-S1
EVT-2026S1-0495,EQ-CAB-145,2026-06-15T12:02:00Z,2026-06-16T02:43:00Z,intervention,critical,2026-S1
EVT-2026S1-0496,EQ-VALVE-156,2026-03-10T11:22:00Z,2026-03-11T19:57:00Z,intervention,low,2026-S1
EVT-2026S1-0497,EQ-VALVE-167,2026-05-04T08:24:00Z,2026-05-05T11:52:00Z,incident,low,2026-S1
EVT-2026S1-0498,EQ-VALVE-178,2026-01-03T03:49:00Z,2026-01-04T04:46:00Z,intervention,low,2026-S1
EVT-2026S1-0499,EQ-VALVE-189,2026-05-01T11:06:00Z,2026-05-02T10:36:00Z,alert,low,2026-S1
EVT-2026S1-0500,EQ-VALVE-200,2026-01-02T21:04:00Z,2026-01-03T00:23:00Z,alert,low,2026-S1
EVT-2026S1-X001,EQ-PUMP-330,2026-02-13T22:55:00Z,2026-02-15T05:37:00Z,incident,low,2026-S1
EVT-2026S1-X002,EQ-ROBOT-175,2026-04-21T20:17:00Z,2026-04-22T02:01:00Z,incident,medium,2026-S1
EVT-2026S1-X003,EQ-FAN-144,2026-01-17T23:47:00Z,2026-01-19T08:23:00Z,observation,medium,2026-S1
EVT-2026S1-X004,EQ-OVEN-123,2026-03-04T00:19:00Z,2026-03-04T20:45:00Z,incident,high,2026-S1
EVT-2026S1-X005,EQ-FAN-200,2026-05-25T04:32:00Z,2026-05-26T03:46:00Z,incident,low,2026-S1
EVT-2026S1-X006,EQ-OVEN-386,2026-02-18T18:55:00Z,2026-02-20T05:30:00Z,alert,low,2026-S1
EVT-2026S1-X007,EQ-STEAM-352,2026-06-03T20:26:00Z,2026-06-04T04:58:00Z,incident,high,2026-S1
EVT-2026S1-X008,EQ-CHILL-168,2026-04-25T22:29:00Z,2026-04-26T17:09:00Z,intervention,high,2026-S1
EVT-2026S1-X009,EQ-COMP-233,2026-06-07T19:33:00Z,2026-06-09T04:05:00Z,incident,high,2026-S1
EVT-2026S1-X010,EQ-OVEN-366,2026-03-21T23:24:00Z,2026-03-22T01:19:00Z,intervention,medium,2026-S1
EVT-2026S1-X011,EQ-FAN-304,2026-01-20T07:11:00Z,2026-01-21T04:57:00Z,incident,low,2026-S1
EVT-2026S1-X012,EQ-CONV-003,2026-05-20T04:19:00Z,2026-05-21T14:37:00Z,incident,critical,2026-S1
EVT-2026S1-X013,EQ-FAN-140,2026-05-02T14:09:00Z,2026-05-03T09:02:00Z,alert,high,2026-S1
EVT-2026S1-X014,EQ-PUMP-171,2026-06-07T16:07:00Z,2026-06-09T03:39:00Z,intervention,medium,2026-S1
EVT-2026S1-X015,EQ-PRESS-277,2026-03-29T16:42:00Z,2026-03-30T14:14:00Z,incident,medium,2026-S1
EVT-2026S1-X016,EQ-COMP-002,2026-05-26T17:13:00Z,2026-05-27T22:38:00Z,incident,medium,2026-S1
EVT-2026S1-X017,EQ-COMP-140,2026-02-02T20:25:00Z,2026-02-03T22:38:00Z,intervention,high,2026-S1
EVT-2026S1-X018,EQ-OVEN-186,2026-04-26T20:35:00Z,2026-04-28T02:37:00Z,incident,low,2026-S1
EVT-2026S1-X019,EQ-OVEN-203,2026-06-13T20:06:00Z,2026-06-15T00:23:00Z,intervention,low,2026-S1
EVT-2026S1-X020,EQ-EXTRA-414,2026-02-25T13:59:00Z,2026-02-26T17:45:00Z,incident,medium,2026-S1
EVT-2026S1-X021,EQ-FAN-002,2026-06-02T05:50:00Z,2026-06-03T03:24:00Z,incident,medium,2026-S1
EVT-2026S1-X022,EQ-FAN-304,2026-04-03T18:46:00Z,2026-04-03T21:30:00Z,incident,low,2026-S1
EVT-2026S1-X023,EQ-PUMP-351,2026-01-24T13:40:00Z,2026-01-25T16:33:00Z,intervention,medium,2026-S1
EVT-2026S1-X024,EQ-VALVE-338,2026-05-09T21:11:00Z,2026-05-10T12:53:00Z,intervention,high,2026-S1
EVT-2026S1-X025,EQ-PUMP-307,2026-01-09T04:52:00Z,2026-01-09T12:58:00Z,incident,critical,2026-S1
EVT-2026S1-X026,EQ-MIX-379,2026-03-08T16:12:00Z,2026-03-09T11:01:00Z,alert,medium,2026-S1
EVT-2026S1-X027,EQ-CAB-134,2026-01-18T07:39:00Z,2026-01-18T14:30:00Z,intervention,high,2026-S1
EVT-2026S1-X028,EQ-PUMP-350,2026-05-09T09:47:00Z,2026-05-10T09:41:00Z,observation,critical,2026-S1
EVT-2026S1-X029,EQ-ROBOT-155,2026-06-16T00:15:00Z,2026-06-16T06:01:00Z,observation,medium,2026-S1
EVT-2026S1-X030,EQ-VALVE-388,2026-03-03T18:27:00Z,2026-03-04T21:05:00Z,observation,medium,2026-S1
EVT-2026S1-X031,EQ-PUMP-181,2026-02-06T16:36:00Z,2026-02-08T01:38:00Z,observation,low,2026-S1
EVT-2026S1-X032,EQ-STEAM-341,2026-04-20T21:53:00Z,2026-04-21T10:50:00Z,observation,medium,2026-S1
EVT-2026S1-X033,EQ-PUMP-006,2026-05-28T18:29:00Z,2026-05-30T00:59:00Z,incident,high,2026-S1
EVT-2026S1-X034,EQ-PUMP-371,2026-06-16T18:50:00Z,2026-06-17T14:50:00Z,incident,low,2026-S1
EVT-2026S1-X035,EQ-PUMP-187,2026-02-15T23:58:00Z,2026-02-16T06:32:00Z,incident,medium,2026-S1
EVT-2026S1-X036,EQ-PUMP-001,2026-01-08T22:23:00Z,2026-01-09T05:13:00Z,incident,low,2026-S1
EVT-2026S1-X037,EQ-STEAM-341,2026-03-17T16:58:00Z,2026-03-17T23:50:00Z,intervention,medium,2026-S1
EVT-2026S1-X038,EQ-ROBOT-358,2026-05-07T17:45:00Z,2026-05-08T00:53:00Z,incident,high,2026-S1
EVT-2026S1-X039,EQ-CONV-376,2026-04-27T22:53:00Z,2026-04-29T07:21:00Z,incident,medium,2026-S1
EVT-2026S1-X040,EQ-FAN-304,2026-04-02T04:14:00Z,2026-04-02T21:41:00Z,incident,high,2026-S1
EVT-2026S1-X041,EQ-CONV-362,2026-03-13T23:57:00Z,2026-03-15T07:56:00Z,incident,medium,2026-S1
EVT-2026S1-X042,EQ-COMP-249,2026-06-07T20:11:00Z,2026-06-08T15:33:00Z,observation,low,2026-S1
EVT-2026S1-X043,EQ-EXTRA-421,2026-03-28T19:54:00Z,2026-03-29T08:12:00Z,incident,medium,2026-S1
EVT-2026S1-X044,EQ-PACK-209,2026-06-19T23:43:00Z,2026-06-20T17:11:00Z,observation,medium,2026-S1
EVT-2026S1-X045,EQ-CONV-102,2026-03-25T13:17:00Z,2026-03-26T16:39:00Z,observation,high,2026-S1
EVT-2026S1-X046,EQ-FAN-260,2026-05-27T13:31:00Z,2026-05-28T19:58:00Z,incident,medium,2026-S1
EVT-2026S1-X047,EQ-PUMP-214,2026-02-14T06:37:00Z,2026-02-14T19:59:00Z,observation,high,2026-S1
EVT-2026S1-X048,EQ-CHILL-288,2026-03-27T17:32:00Z,2026-03-28T18:13:00Z,intervention,medium,2026-S1
EVT-2026S1-X049,EQ-ROBOT-357,2026-03-19T10:13:00Z,2026-03-20T15:51:00Z,incident,low,2026-S1
EVT-2026S1-X050,EQ-ROBOT-158,2026-05-09T09:58:00Z,2026-05-09T23:26:00Z,observation,medium,2026-S1
EVT-2026S1-X051,EQ-COMP-396,2026-03-21T17:59:00Z,2026-03-22T19:13:00Z,incident,low,2026-S1
EVT-2026S1-X052,EQ-SENSOR-185,2026-05-29T19:10:00Z,,observation,medium,2026-S1
EVT-2026S1-X053,EQ-SENSOR-205,2026-03-16T21:46:00Z,2026-03-17T19:17:00Z,intervention,medium,2026-S1
EVT-2026S1-X054,EQ-CHILL-188,2026-03-03T08:51:00Z,2026-03-04T06:58:00Z,incident,high,2026-S1
